,artist_names,track_name,weeks_on_chart
590,"Fer Palacio, DJ Alex, Santiago Saez",Ya No Más,147
591,Mata,Schodki,147
592,阿涵,过客,147
593,ElGrandeToto,Pablo,147
594,"Męskie Granie Orkiestra 2018, Dawid Podsiadło, Kortez, Krzysztof Zalewski",Początek,147
595,Ariana Grande,"thank u, next",147
596,"Bispo, Ivandro",Essa Saia,146
597,"Pritam, Arijit Singh",Khairiyat,146
598,SPITZ,ロビンソン,146
599,Dear Jane,2084,146
600,Ishay Ribo,הלב שלי,146
601,Cairokee,Ya Abyad Ya Eswed,146
602,Jósean Log,Chachachá,146
603,"Arijit Singh, Parampara Tandon",Pal Pal Dil Ke Paas- Title Track,146
604,Freddy Kalas,Jovial,146
605,"Pritam, Tochi Raina, Rekha Bhardwaj",Kabira,145
606,Andmesh,Cinta Luar Biasa,145
607,Taylor Swift,Blank Space,145
608,Hozier,Take Me to Church,145
609,Yoga Lin,兜圈 (偶像劇「必娶女人」片尾曲),145
610,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",Toda - Remix,145
611,Novelbright,Walking with you,145
612,Cardenales De Nuevo León,Belleza De Cantina,145
613,"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",145
614,Los Verduleros,Amor Platonico,145
615,Pika Chiu,太陽,145
616,Tanya Chua,紅色高跟鞋,145
617,Pamungkas,One Only,145
618,Binomio de Oro de América,Niña Bonita,145
619,Binomio de Oro de América,Me Ilusione,144
620,"Gil Vain, Ron Buhnik",צבעים,144
621,Dawid Podsiadło,Małomiasteczkowy,144
622,NF,Let You Down,144
623,"Chris Brown, Drake",No Guidance (feat. Drake),144
624,Chillies,Và Thế Là Hết,144
625,"League of Legends, Against The Current",Legends Never Die,144
626,Marwan Moussa,البوصلة ضاعت,144
627,Future,Mask Off,144
628,back number,クリスマスソング,144
629,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),144
630,"Bad Bunny, El Alfa",La Romana,144
631,December Avenue,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),144
632,Pamungkas,Kenangan Manis,143
633,Official HIGE DANdism,Shukumei,143
634,Marwan Pablo,Abu Mecca,143
635,Sodagreen,小情歌,143
636,"Zedd, Maren Morris, Grey",The Middle,143
637,Aseel Hameem,Al Mafrood,143
638,TOQUEL,Sandra,143
639,Aimyon,Ai Wo Tsutaetaidatoka,143
640,"Tanishk Bagchi, Yasser Desai, Asees Kaur",Makhna,142
641,理想混蛋,不是因為天氣晴朗才愛你,142
642,"Aventura, Don Omar",Ella Y Yo - Featuring Don Omar,142
643,Wegz,سكرتي,142
644,"Guè, Marracash",Brivido,142
645,Fourtwnty,"Zona Nyaman (From ""Filosofi Kopi 2: Ben & Jody"")",142
646,Lukas Graham,Love Someone,142
647,"Vishal-Shekhar, Arijit Singh, Shilpa Rao, Kumaar","Ghungroo (From ""War"")",142
648,Natalia Lafourcade,Hasta la Raíz,142
649,Khalid,Better,142
650,Dua Lipa,Don't Start Now,141
651,Hafdís Huld,Ævintýralönd,141
652,Shawn Mendes,There's Nothing Holdin' Me Back,141
653,Ronan Keating,When You Say Nothing At All,141
654,"benny blanco, Halsey, Khalid",Eastside (with Halsey & Khalid),141
655,"No Te Va Gustar, Juan Casanova",Tan Lejos,141
656,"Marwan Pablo, Molotof",Free,141
657,*NSYNC,This I Promise You,141
658,Hafdís Huld,Bí bí og blaka,141
659,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",Toda Remix - Remix,140
660,Jolin Tsai,Womxnly,140
661,Tulus,Langit Abu-Abu,140
662,Hu Xia,Those Bygone Years,140
663,Official HIGE DANdism,Yesterday,140
664,Jón Jónsson,Þegar ég sá þig fyrst,140
665,"KAROL G, Nicki Minaj",Tusa,140
666,Marracash,CRUDELIA - I nervi,140
667,"Mente Fuerte, Hawk, Baghdad",Caliente,140
668,"Marshmello, Bastille",Happier,140
669,Molly Sandén,Sand,140
670,Endah N Rhesa,When You Love Someone,140
671,Assala Nasri,كان يهمني,140
672,Three Man Down,ฝนตกไหม,139
673,SIX60,The Greatest,139
674,831,"想見你想見你想見你(電視劇""想見你""片尾曲)",139
675,Ava Max,Sweet but Psycho,139
676,Harry Styles,Watermelon Sugar,139
677,"Pritam, Arijit Singh",Channa Mereya,139
678,"Dave Dobbyn, Herbs",Slice of Heaven,139
679,"Calin, STEIN27",Růže,139
680,Sam Hunt,Body Like A Back Road,139
681,back number,ハッピーエンド,139
682,Hafdís Huld,Sólskin,139
683,Bad Bunny,Vete,139
684,Franco De Vita,Tú de Qué Vas,139
685,L.A.B.,Controller,139
686,Ardhito Pramono,bitterlove,139
687,Lewis Capaldi,Before You Go,138
688,"Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia",Amor A Primera Vista,138
689,"Piso 21, Paulo Londra",Te Amo,138
690,"Saske, DJ PaCo",Cyan,138
691,Arctic Monkeys,Fluorescent Adolescent,138
692,Bubbi Morthens,Aldrei fór ég suður,138
693,The Minds Of 99,Alle Skuffer Over Tid - Single Edit,138
694,"Japiaguar, Mama Santa",Amigos Con Derecho,138
695,Bruno Mars,That's What I Like,138
696,Tulus,Ruang Sendiri,138
697,L.A.B.,In the Air,137
698,The Weeknd,Blinding Lights,137
699,Hafdís Huld,Góða nótt,137
700,Wegz,اللقطة,137
701,El Bebeto,Seremos,137
702,Khel Pangilinan,Weak,137
703,"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),137
704,"Za100let, Marek Ztraceny, Tomas Klus, Ewa Farna, XINDL X, Michal Hruza, David Stypka, Debbi, Čechomor, DIVOKEJ BILL, Jananas, Slza, Jelen, Mirai",Za 100 let,137
705,Tame Impala,The Less I Know The Better,137
706,Sons Of Zion,Drift Away,137
707,Hindia,Rumah Ke Rumah,137
708,Phùng Khánh Linh,Hôm Nay Tôi Buồn,137
709,"Tymek, Big Scythe",Język ciała,137
710,"Lenin Ramírez, Grupo Firme",Yo Ya No Vuelvo Contigo - En Vivo,136
711,Laleh,Goliat,136
712,Mrs. GREEN APPLE,ロマンチシズム,136
713,Wegz,كان نفسي,136
714,"Abyusif, Abo El Anwar",Basha E3temed,136
715,Duman,Her Şeyi Yak,136
716,"Sean Paul, Dua Lipa",No Lie,136
717,XXXTENTACION,Everybody Dies In Their Nightmares,136
718,Sukima Switch,全力少年,136
719,Binomio de Oro de América,Si Tu Amor No Vuelve,135
720,PNL,Au DD,135
721,Terence Lam,下一位前度 in Ab major,135
722,"Marco Borsato, Armin van Buuren, Davina Michelle",Hoe Het Danst,135
723,"5MIINUST, nublu, PLUUTO",Tsirkus,135
724,"Greeicy, Nacho",Destino,135
725,Imagine Dragons,Whatever It Takes,135
726,Tulus,1000 Tahun Lamanya,135
727,Wegz,كدا كدا,135
728,"Dzsúdló, Lil Frakk",Lej,135
729,Hivi!,Mata Ke Hati (Acoustic Version),135
730,Ocean Alley,Confidence,135
731,Ben&Ben,Make It With You,135
732,Ultimo,Pianeti,135
733,Eason Chan,富士山下,134
734,BTS,FAKE LOVE,134
735,Ishay Ribo,תוכו רצוף אהבה,134
736,Ivri Lider,נסיכה שלי,134
737,"Ian, Azteca",Bag Un Blunt,134
738,En,嚣张,134
739,"J-Dawg, Lille Saus",Disco Demolition 2018 (Stabekk Anthem),134
740,Duman,Senden Daha Güzel,134
741,Silent Sanctuary,Ikaw Lamang,134
742,"Unknown Brain, Jex, Rival",Control,134
743,"Dynoro, Gigi D'Agostino",In My Mind,134
744,Pamungkas,To the Bone,134
745,"Sachet Tandon, Parampara Tandon, Sachet-Parampara","Mere Sohneya (From ""Kabir Singh"")",134
746,Once Tiros,Maldición,134
747,MKDMSK,Edelleen Edellä,134
748,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),133
749,Harry Styles,Falling,133
750,G.E.M.,來自天堂的魔鬼,133
751,Aimyon,Let the Night,133
752,Billie Eilish,bad guy,133
753,Regard,Ride It,133
754,"Rochak Kohli, Arijit Singh, Neha Kakkar","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",133
755,Yoga Lin,天真有邪,133
756,Sheila On 7,Seberapa Pantas,133
757,"Boza, Faster",Me Mató (feat. Faster),133
758,Mohamed Hamaki,Ya Sattar,133
759,LiSA,Gurenge,133
760,Billie Eilish,when the party's over,133
761,"5MIINUST, villemdrillem",Paaristõuked,133
762,Renne Dang,Kytky z pumpy,133
763,Calibre 50,Simplemente Gracias,133
764,Beit Habubot,סיגפו,133
765,"Labello, CA$HANOVA BULHAR",Fotbal a Rap,133
766,Saif Amer,Warqa,133
767,Earth,Dopis v lahvi,132
768,Ben Cristovao,Aleiaio,132
769,"Birnir, Herra Hnetusmjör",Já ég veit,132
770,OneRepublic,Counting Stars,132
771,Pamungkas,Monolog,132
772,Suzan & Freek,Als Het Avond Is,132
773,"Bedoes, Lanek",VOGUE,132
774,Ian,60 De Zile II,132
775,Cold Chisel,Khe Sanh - 2011 Remastered,132
776,Atif Aslam,Dil Diyan Gallan,132
777,"Ngọt, Đen",Cho Tôi Lang Thang,132
778,Mon Laferte,Tu Falta De Querer,132
779,Miss Li,Lev nu dö sen,132
780,Creedence Clearwater Revival,Have You Ever Seen The Rain,132
781,Chillies,Mascara,132
782,"Nathan Goshen, Ishay Ribo",נחכה לך,131
783,Perdenin Ardındakiler,Beni Kendinden Kurtar,131
784,PNL,Onizuka,131
785,Hafdís Huld,Nóttin læðist inn,131
786,Hafdís Huld,Frost er úti fuglinn minn,131
787,"Juju, Henning May",Vermissen (feat. Henning May),131
788,White 2115,Mogę Dziś Umierać,131
789,Official HIGE DANdism,I Love...,131
790,T. Danny,Megmondtam,131
791,Eve Ai,Forever Young,131
792,Plutonio,Somos Iguais,131
793,Ritviz,Udd Gaye,131
794,This Band,Kahit Ayaw Mo Na,131
795,A$AP Rocky,Sundress,131
796,"Pritam, Arijit Singh",Ae Dil Hai Mushkil Title Track,131
797,"CA$HANOVA BULHAR, Labello",Zrovna jí to najelo,131
798,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,131
799,Lo & Leduc,79,131
800,Ravid Plotnik,נתראה בגלגול הבא,131
801,December Avenue,Bulong,130
802,XXXTENTACION,changes,130
803,Light,Mosca,130
804,Junior H,Ella,130
805,Los Angeles De Charly,Me Volví A Acordar De Ti,130
806,Victor Leksell,Svag,130
807,Sobel,Impreza,130
808,Hafdís Huld,Sofðu,129
809,"Neha Kakkar, Tulsi Kumar, B Praak","O Saki Saki (From ""Batla House"")",129
810,Travis Scott,HIGHEST IN THE ROOM,129
811,Los Angeles De Charly,Un Sueño,129
812,"音阙诗听, 赵方婧",芒种,129
813,Kensington,Sorry,129
814,"Jan-Rapowanie, Nocny, Szpaku, Guzior",Wybory,129
815,Los 4,Tu De Que Vas,129
816,Bsw,Yaay,129
817,Lynk Lee,Buồn Thì Cứ Khóc Đi,129
818,Ronghao Li,Can't Bear It (Ending Credit Theme Song of ''You Are My Sunshine''),129
819,"Ed Sheeran, Justin Bieber",I Don't Care (with Justin Bieber),129
820,Dolu Kadehi Ters Tut,Madem,129
821,Grupo Bryndis,Tu Traición,129
822,"Kevin Roldan, Bryant Myers, Lyanno",Hasta Abajo,129
823,Ude Af Kontrol,Op A,129
824,Noo Phước Thịnh,Thuong Em La Dieu Anh Khong The Ngo,129
825,SIX60,Only to Be,128
826,"Anuel AA, Romeo Santos",Ella Quiere Beber - Remix,128
827,ONE OK ROCK,Wasted Nights,128
828,Arttu Wiskari,Suomen muotoisen pilven alla,128
829,Tamer Ashour,Oloolo Samah,128
830,Lauri Tähkä,Palavaa vettä,128
831,Kahraman Deniz,Böyle Sever,128
832,Mirrr,นิโคติน,128
833,"Mata, Wyguś, Szczepan, Adam",GOMBAO 33,128
834,Polycat,เพื่อนไม่จริง,128
835,阿冗,你的答案,128
836,Tiger Hu,你要的全拿走,128
837,Mabel,Don't Call Me Up,128
838,Calema,Te Amo,127
839,Lil Uzi Vert,20 Min,127
840,"SAINt JHN, Imanbek",Roses - Imanbek Remix,127
841,Shouse,Love Tonight - Edit,127
842,"Lauv, Troye Sivan",i'm so tired...,127
843,"Pritam, Arijit Singh",Shayad,127
844,"Pavel Callta, Pokáč",Pisnicka (feat. Pokac),127
845,A-Mei Chang,Hostage,127
846,"Vanya, Medi",Paranoya,127
847,BRÍET,Esjan,127
848,N'Samble,Me Vas a Extrañar,127
849,Tymek,Poza kontrolą,127
850,Pop Smoke,Dior,127
851,HIRAIDAI,INORIBANA,127
852,G.E.M.,Long After,127
853,高爾宣 OSN,最後一次,126
854,Viktor Sheen,Černobílej svět,126
855,Separ,OG,126
856,"Los Auténticos Decadentes, Mon Laferte",Amor (Ft. Mon Laferte) - MTV Unplugged,126
857,Akiva,אל תעזבי ידיים,125
858,"Ektor, Rytmus, Ego, Separ",Kancelář - Official Remix,125
859,The Beatles,Here Comes The Sun - Remastered 2009,125
860,Stephanie Poetri,I Love You 3000,125
861,"Lil Peep, XXXTENTACION",Falling Down - Bonus Track,125
862,"Sub Focus, Dimension",Desire (with Dimension),125
863,Rainie Yang,青春住了誰,125
864,Slow J,Teu Eternamente,125
865,Hafdís Huld,Þú ert,125
866,Join The Club,Nobela,125
867,PLUGITIN,PIPPI DREE,125
868,Mohamed Hamaki,Oddam El Nas,125
869,Nerieš,Ruka Na Volante,124
870,"Bad Bunny, Yaviah",Bichiyal,124
871,Wegz,واحد وعشرين,124
872,"Bad Bunny, Daddy Yankee",La Santa,124
873,Mohamed Hamaki,Mel Bedaya,124
874,"Bad Bunny, Sech",Ignorantes,124
875,Bad Bunny,La Difícil,124
876,Tilly Birds,คิด(แต่ไม่)ถึง (Same Page?),124
877,The Script,The Man Who Can't Be Moved,124
878,Binomio de Oro de América,Quiero que seas mi estrella,124
879,"Bedoes, Lanek",Jesteś ładniejsza niż na zdjęciach (na zawsze),124
880,Bad Bunny,A Tu Merced,124
881,Ben&Ben,Sa Susunod na Habang Buhay,124
882,LP,Lost on You,124
883,Thái Đinh,Phố Không Em,124
884,Bad Bunny,Si Veo a Tu Mamá,124
885,Bohemia Urbana,Todo va a estar mejor,124
886,Feby Putri,Halu,124
887,Hanan Ben Ari,אם תרצי,124
888,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,124
889,Payung Teduh,Akad,124
890,"Marko Glass, Bvcovia",Dior,124
891,Rachel Liang,那女孩對我說,124
892,"Ayushmann Khurrana, Tanishk-Vayu","Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",124
893,"pluuto, nublu, Reket, Siimi",SOS (Siimi Remix),124
894,JVG,Tarkenee,123
895,"Reik, Maluma",Amigos Con Derechos,123
896,Janice Yan,也可以,123
897,Mohammed Saeed,Law,123
898,Apulanta,Lokin päällä lokki,123
899,"Tyga, Offset",Taste (feat. Offset),123
900,Adriel Favela,La Escuela No Me Gusto,123
901,Julie Anne San Jose,Your Song (My One and Only You),123
902,Nane,B.M.V.,123
903,Shanti Dope,Nadarang,123
904,Tulus,Labirin,123
905,Marwan Pablo,3ayz Fin,123
906,Dennis Lloyd,Never Go Back,123
907,Akhil,Khaab,123
908,"Bru-C, Simula",You & I,123
909,Christian Nodal,Se Me Olvidó,123
910,"Bad Bunny, Mora",Una Vez,123
911,"Eminem, Juice WRLD",Godzilla (feat. Juice WRLD),123
912,Bad Bunny,Yo Perreo Sola,123
913,Mi Banda El Mexicano,Ramito De Violetas,123
914,"Sebastian Yatra, Reik",Un Año,123
915,Luis Miguel,Hasta Que Me Olvides,123
916,AJ Tracey,Ladbroke Grove,123
917,"NIKI, 88rising",La La Lost You - Acoustic Version,123
918,YOASOBI,夜に駆ける,122
919,"Branco, Gilli",London Town,122
920,BOWKYLION,ลงใจ,122
921,Dire Straits,Sultans of Swing,122
922,Yanitsa,Vartelezhkata,122
923,Fiersa Besari,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan",122
924,"Payal Dev, Jubin Nautiyal","Tum Hi Aana (From ""Marjaavaan"")",122
925,Vicky Chen,炙愛 - 女聲版,122
926,ZUTOMAYO,秒針を噛む,122
927,Marwan Pablo,El Gholaf X Ozoris,122
928,Rivermaya,214,122
929,Los Verduleros,Onda Free,122
930,"Ceaese, Utopiko, Polimá Westcoast, Young Cister",Te Quiero Ver (feat. Polimá Westcoast y Young Cister),122
931,Imagine Dragons,Bad Liar,122
932,"TOQUEL, Light",Stars,122
933,Ava Max,Kings & Queens,122
934,Mancha De Rolando,Arde la Ciudad,122
935,"Ishay Ribo, Amir Benayoun, Amir Dadon",ניצחת איתי הכל לייב,122
936,Wegz,دورك جي,122
937,Dear Jane,Galactic Repairman,121
938,"Caleb Santos, Viva Music Publishing Inc.",I Need You More Today,121
939,"Azteca, Ian",Nefiu,121
940,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),121
941,DMS,Kardio,121
942,"SNIK, Tamta",Senorita,121
943,"Kris Kross Amsterdam, Maan, Tabitha, Bizzey",Hij Is Van Mij (feat. Bizzey),121
944,Ink Waruntorn,ดีใจด้วยนะ(Glad),121
945,Chayín Rubio,Ya Me Enteré,121
946,"Lukas Leon, Cheek, Etta",XTC,121
947,Dominic Fike,3 Nights,121
948,HIRAIDAI,Slow & Easy,121
949,"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),121
950,schafter,hot coffee,121
951,Dear Jane,Days Gone By,121
952,Cyndi Wang,當你,121
953,Bastille,Pompeii,121
954,SIX60,Raining,121
955,"FRANKIEONTHEGUITAR, T-Rex, LON3R JOHNY, Bispo",Tempo,121
956,"Nando Reis, Ana Cañas",Pra Você Guardei O Amor,120
957,Mỹ Tâm,Nơi Mình Dừng Chân (Nhạc Phim Chị Trợ Lý Của Anh),120
958,Wet Bed Gang,Bairro,120
959,Joji,Sanctuary,120
960,"william, Clever",Penelope (feat. Clever),120
961,Pinguini Tattici Nucleari,Ridere,120
962,"fellow fellow, Blacksheep",เมษา (MAYSA) feat. BLACKSHEEP,120
963,Mrs. GREEN APPLE,春愁,120
964,"Pedro Capó, Farruko",Calma - Remix,120
965,Đức Phúc,Cũng Đành Thôi,120
966,Dree Low,PIPPI,120
967,Eason Chan,十年,120
968,"French Montana, Swae Lee",Unforgettable,120
969,"Damas Gratis, Viru Kumbieron",Me Vas a Extrañar - En Vivo,120
970,"Hawk, Sapranov",Deja Vu,120
971,"Alan Walker, Ava Max","Alone, Pt. II",120
972,"Nerieš, Separ",Viac,120
973,"Ninho, Niska",Maman ne le sait pas (feat. Niska),120
974,Tino Martin,Zij Weet Het - Studio Versie,120
975,"Molotof, Wegz",Bel Salama (feat. Wegz) [Lorry Pt. 2 Remix],120
976,Snow Patrol,Chasing Cars,119
977,"Emma Heesters, Rolf Sanchez, Beste Zangers",Pa Olvidarte,119
978,SIX60,Sundown,119
979,"Bembe Orquesta, Farik Grippa",En Peligro de Extinción,119
980,"Bonez MC, RAF Camora",Palmen aus Plastik,119
981,Los Angeles De Charly,Que Levante La Mano,119
982,fellow fellow,แพ้ทุกที (LOOPER),119
983,Küberünnak & Karmo,Lämmi,119
984,"Rauw Alejandro, Farruko",Fantasias,119
985,SZK,Manstu Ekki Eftir Mér? - Remix,119
986,"Summer Walker, Drake",Girls Need Love (with Drake) - Remix,119
987,Marwan Moussa,نهاية العالم,119
988,"Bedoes, Lanek, Kosa, White 2115",Wschód (lubię zapierdalać),119
989,Inkonnu,KNZ,119
990,"Boro Boro, Don Joe, MamboLosco",Lento,119
991,Prāta Vētra,Ogles,118
992,"Pritam, Mohit Chauhan",Tum Se Hi,118
993,Silly Fools,ขี้หึง,118
994,"Rácz Gergõ, Orsovai Reni",Mostantól,118
995,Bro,Sydpå,118
996,"Molotof, Marwan Pablo",Denamet,118
997,Yüzyüzeyken Konuşuruz,Kazılı Kuyum,118
998,"Adriel Favela, Javier Rosas",La Escuela No Me Gustó,118
999,Wegz,ساليني,118
1000,Tessa,Ben,118
1001,La Factoria,Todavia,118
1002,Rotem Cohen,בלילות,118
1003,SIX60,Long Gone,118
1004,Portion Boys,Karjala takas,118
1005,Christian Bautista,The Way You Look at Me,118
1006,"Jasmin Moallem, Shekel",מסיבה,118
1007,Abyusif,Wa7ed Wa7ed,118
1008,"Rauw Alejandro, Chencho Corleone",El Efecto,118
1009,Yorushika,だから僕は音楽を辞めた,118
1010,Why Don't We,8 Letters,118
1011,Ruben,Lay By Me,118
1012,"Ingi Bauer, Séra Bjössi",Dicks,118
1013,"Aaron Smith, Krono, Luvli",Dancin (feat. Luvli) - Krono Remix,118
1014,Bad Bunny,25/8,117
1015,Gavin D,A Rocket to the Moon,117
1016,"Quebonafide, Duit, Daria Zawiałow",BUBBLETEA,117
1017,Stuðmenn,Ofboðslega frægur,117
1018,wacci,No Regret,117
1019,BENEE,Soaked,117
1020,Saucy Dog,Itsuka,117
1021,Bad Bunny,Solo de Mi,117
1022,YERM,ที่ผ่านมา,117
1023,Nane,Dragostea Ta,117
1024,"Lil Baby, Drake",Yes Indeed,117
1025,"Grey256, Psycho Rhyme",LALALA,117
1026,KAROL G,A Ella,117
1027,"Ozbi, Melek Mosso",Hadi Gittik,117
1028,"Camilo, Christian Nodal",La Mitad,117
1029,Seksendört,Kendime Yalan Söyledim,116
1030,"Molotof, Wegz",Bel Salama - Lorry Pt. 2 Remix,116
1031,"Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell",Mírame - Remix,116
1032,Danna Paola,Mala Fama,116
1033,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",116
1034,"Fred De Palma, Ana Mena",Una volta ancora (feat. Ana Mena),116
1035,"Milion Plus, Nik Tendo, Hasan, Kamil Hoffmann",BUDE LÍP,116
1036,"Tymek, TEDE, Trill Pem, Michał Graczyk, 2K",Rainman,116
1037,sanah,Szampan,116
1038,瘦子E.SO,CHANGE,116
1039,"Doctor Victor, Gummi Tóta, Ingó Veðurguð",Sumargleðin (feat. Gummi Tóta & Ingó Veðurguð),116
1040,"Arcangel, Bad Bunny, Mambo Kingz, DJ Luian",Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),116
1041,JENNIE,SOLO,116
1042,G.E.M.,Full Stop,116
1043,Molly Sandén,"Rosa himmel (från ""Störst av allt"")",116
1044,Dorian,Sladká,116
1045,andreas odbjerg,føler mig selv 100,116
1046,Ryokuoushoku Shakai,Mela!,116
1047,DISH//,Neko,116
1048,Picture This,Take My Hand,116
1049,"Separ, Kali, Dame",Fénix,116
1050,Lauri Tähkä,Jääkukkia,116
1051,Madrigal,Seni Dert Etmeler,116
1052,Aseel Hameem,خلك بحر,116
1053,DIVOKEJ BILL,Tsunami,116
1054,Inspector,Amargo Adiós,115
1055,Sammi Cheng,We Grew This Way,115
1056,"MC Einstein, Flow G, Jekkpot, Yuridope",Titig,115
1057,Three Man Down,ผ่านตา (Everyday),115
1058,BTS,Lights,115
1059,Bad Bunny,Soliá,115
1060,"Marshmello, Amr Diab",Bayen Habeit,115
1061,Noah Cyrus,July,115
1062,Aimyon,Naked Heart,115
1063,Lucas Sugo,Hechicera,115
1064,"1.Cuz, Greekazo, Yei Gonzalez",FÖRSENT,115
1065,Sheena Ringo,丸ノ内サディスティック,115
1066,Budi Doremi,Tolong,115
1067,Backstreet Boys,Shape of My Heart,114
1068,Fantasia,When I See U,114
1069,"Miyo, Tymek",Będzie Lepiej,114
1070,Yuval Dayan,בדיוק כמו הירח,114
1071,"Yandel, Bad Bunny",CANCIÓN CON YANDEL,114
1072,ElGrandeToto,VitamineDZ,114
1073,Lilas ir Innomine,Karina,114
1074,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE - Remix,114
1075,Amir Dadon,אור גדול,114
1076,"Alisson Shore, Kiyo",Urong Sulong,114
1077,Whal & Dolph,ใจเดียว,114
1078,"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),114
1079,"Lil Uzi Vert, Oh Wonder",The Way Life Goes (feat. Oh Wonder),114
1080,Valdimar,Yfir Borgina,114
1081,Terence Lam,一人之境 in C major,114
1082,Amit Trivedi,Namo Namo,114
1083,李浩瑋 Howard Lee,Crush On,114
1084,yama,Haru wo Tsugeru,114
1085,Mares,Sunnanvind,113
1086,Ngọt,LẦN CUỐI (đi bên em xót xa người ơi),113
1087,Noa - Noa,Me Extrañarás,113
1088,J.Sheon,Don't Ask,113
1089,李千那,"不曾回來過 - 電視劇""通靈少女""插曲",113
1090,Dorian,Se Zeptej,113
1091,"R3HAB, A Touch Of Class",All Around The World (La La La),113
1092,"ProfJam, Lhast",Tou Bem (feat. Lhast),113
1093,"Fabolous, Tamia",Into You (feat. Tamia),113
1094,White 2115,Noc,113
1095,Dagny,Somebody,113
1096,Adamlar,Zombi,113
1097,Macaroni Empitsu,ブルーベリー・ナイツ,113
1098,Dear Jane,Airplane Mode,112
1099,"Galena, Mile Kitic",Dobre li si,112
1100,Sálin hans Jóns míns,Sódóma,112
