,artist_names,track_name,weeks_on_chart
12885,Gjon's Tears,Tout l'univers,9
12886,Janek Ledecky,Sliby se maj plnit o Vánocích,9
12887,陳卓賢 Ian,二期大樓,9
12888,Halva Priset,Konge på bøgda,9
12889,TOMORROW X TOGETHER,Good Boy Gone Bad,9
12890,BTS,Trivia 起 : Just Dance,9
12891,רוי סופר,לא רואה,9
12892,Samey,aha,9
12893,Chaos333,Kouni Liya,9
12894,"Mc Kaio, MC Rick",Rebola Lentinho,9
12895,"LOAM, ADAAM",FAKKA UR,9
12896,"Jotaerre, KAROL G, Alejo, Moffa",Un Viaje,9
12897,"نور النبوي, عطار",خطوة اجباري,9
12898,23,Thug Part 2,9
12899,Samey,sive vlasy,9
12900,CRO,Dein Song,9
12901,"Maria Mena, Trygve Skaug",Jula Hjemme (feat. Trygve Skaug),9
12902,Roxen,Amnesia,9
12903,"Yzomandias, Karlo, Nik Tendo, Koky, Jickson, Kamil Hoffmann, Hasan",karanténa,9
12904,Jovem Dionisio,ACORDA PEDRINHO,9
12905,Sodagreen,我好想你,9
12906,"ZENTYARB, Saran",ฉบับสุดท้าย,9
12907,Silly Fools,แพ้ความอ่อนแอ,9
12908,ØZI,SLIDE,9
12909,Yoshi,אין מספיק זמן,9
12910,"Chris Lebron, Sech, Jay Wheeler",Desde Mis Ojos - Remix,9
12911,Marama,Nena,9
12912,El Alfa,Parra Sin Doncon,9
12913,G.E.M.,Angels,9
12914,"Jack Harlow, Drake",Churchill Downs (feat. Drake),9
12915,"Maná, Christian Nodal",Te Lloré Un Río,9
12916,"NDPeeps, Linying, Sezairi, Shye, Shabir",The Road Ahead,9
12917,Haloo Helsinki!,Pulp Fiction,9
12918,"Lartiste, Lyna Mahyem",Bolingo,9
12919,Happoradio,Joulun rauhaa,9
12920,Juicy Luicy,Tampar,9
12921,"Latto, Mariah Carey, DJ Khaled",Big Energy (feat. DJ Khaled) - Remix,9
12922,Marracash,NOI,9
12923,Happy Asmara,Wes Tatas,9
12924,Reto,Kingda Ka,9
12925,LFERDA,Bachma,9
12926,Adele,Can I Get It,9
12927,Jukjae,Do you want to walk with me? (Romance 101 X Jukjae),9
12928,Alligatoah,Nachbeben,9
12929,SUNMI,You can't sit with us,9
12930,Marracash,PAGLIACCIO,9
12931,Gin Lee,雙雙,9
12932,YouNotUs,I Swear,9
12933,Marpo,Bad Man,9
12934,Peach PRC,Josh,9
12935,LOSTBOYS,ใครคิดถึงก่อนคนนั้นแพ้,9
12936,"Mayke & Rodrigo, Hugo & Guilherme",Tentação,9
12937,Bean Napason,ไม่อยากเป็นเพื่อนกับแฟนเก่า,9
12938,Tjuvjakt,Vaskar mina tårar,9
12939,Young Fly,Ne Gyere Át,9
12940,Efendi,Mata Hari,9
12941,TOQUEL,Beverly Hills,9
12942,Halott Pénz,Gazdag vagy szegény,9
12943,Nate Smith,Whiskey On You,9
12944,"El Fecho RD, Jordani, Kiko el Crazy, Chapa La Voz Del Patio, Yomel El Meloso, JS Producer, Breo Music, El Rey Guevara, Black Virosa, Tivi Gunz, Haraca Kiko",Puerto Rico - Remix,9
12945,Maroon 5,Lost,9
12946,"Jador, Loredana, Florin Salam, Costi",Fericire,9
12947,Marcianeke,Colores,9
12948,"BoyWithUke, blackbear",IDGAF (with blackbear),9
12949,"Bvcovia, Paulina",Amar,9
12950,Gala,Freed From Desire,9
12951,Edo Yag,Gandagana - Slowed Remix,9
12952,Marca MP,Te Apuesto - En vivo,9
12953,"Guè, Dj Harsh, Marracash",Smith & Wesson Freestyle (feat. Marracash),9
12954,Aimyon,Futaba,9
12955,Jacky Cheung,你的名字 我的姓氏,9
12956,"Walk Off the Earth, D Smoke",Bet On Me,9
12957,Chord Overstreet,Hold On,9
12958,Pabllo Vittar,Triste com T,9
12959,"Gabrielė Vilkickytė, Domantas Starkauskas",ŠVELNUMAS,9
12960,"Nanpa Básico, Gera MX, Charles Ans",Los No Tan Tristes,9
12961,Tophyun,Horangsuwolga,9
12962,KIMMUSEUM,We're Already,9
12963,"Anson Kong 江𤒹生, Lokman Yeung 楊樂文",虎道門,9
12964,"Turma da Bregadeira, Mc Danny",Soca Tudo,9
12965,"Fat Joe, DJ Khaled, Amorphous",Sunshine (The Light),9
12966,"Cem Belevi, Derya Uluğ",Leyla & Mecnun,9
12967,WeiBird,R.I.P.,9
12968,"Tony Kakkar, Yo Yo Honey Singh, Neha Kakkar",Kanta Laga,9
12969,İrem Derici,Ara Sıra,9
12970,Ewa Farna,Tělo,9
12971,2021 ราตรี (2021 Ratri),ที่สุดของฉัน,9
12972,Kinny Zimmer,200 osób w kawalerce,9
12973,Måneskin,Are You Ready?,9
12974,Zinoleesky,Loving You,9
12975,"SLAVA MARLOW, MK",Нет Проблем,9
12976,Masaki Suda,Last Scene,9
12977,"Turfy Gang, Mr. Polska, LA$$A",ABC,9
12978,"KOONTA, YUMDDA, ASH ISLAND","gganbu (Feat. YUMDDA, ASH ISLAND) (Prod. TOIL)",9
12979,"Dr. Dre, Eminem",Forgot About Dre,9
12980,Artik & Asti,Lyubov posle tebya,9
12981,Stefan Oli,Ljósið,9
12982,"KSHMR, Tungevaag",Close Your Eyes,9
12983,Cold Chisel,Flame Trees - 2011 Remastered,9
12984,Gobs,Baby Boo,9
12985,"Future, Drake",I'M ON ONE (feat. Drake),9
12986,Royce,Catalina,9
12987,Minelli,Illusion,9
12988,Gazo,CELINE 3X,9
12989,"Dadju, M. Pokora",Si on disait,9
12990,Dai Verse,Your Body (Cocaine),9
12991,"Daddy Yankee, Myke Towers, Jhay Cortez",SÚBELE EL VOLUMEN,9
12992,"Patrick Brasca, 莫宰羊",Cold (feat. Goater),9
12993,"$hirak, Cristian D, Boef, Bilal Wahib, Ronnie Flex",Als Je Bij Me Blijft,9
12994,Ruben,Candy,9
12995,Anson Kong 江𤒹生,信之卷,9
12996,yama,Sleepless Night,9
12997,Violetta Sokolova,Четыре тридцать,9
12998,shlukim,Badder,9
12999,Petros Iakovidis,Asto,9
13000,『ユイカ』,好きだから。,9
13001,"Fatah, Lijpe, Henkie T, KA",Levelen Up,9
13002,"Eladio Carrion, Beny Jr",REDBULL,9
13003,"RICTA, Mikros Kleftis",ALL TIME HIGH,9
13004,"Marília Mendonça, Maiara & Maraisa",Para de Me Chamar Pra Trair,9
13005,Fat Mizzo,KURT,9
13006,Macaroni Empitsu,はしりがき,9
13007,"Raad And Methaq, Methaq",Yekhnog,9
13008,Buerak,Страсть к курению,9
13009,"Dawid, Artysta, Vłodarski",KOCIMIĘTKA,9
13010,"Tony Effe, Capo Plaza",Balaclava (feat. Capo Plaza),9
13011,Snollebollekes,Beuk De Ballen Uit De Boom,9
13012,"Gera MX, Jayrick, Ervin River",Complicado,9
13013,PHARAOH,"Дико, например",9
13014,"Kukon, @atutowy",Prawniczka,9
13015,MIKA,Yo Yo,9
13016,"Sokół, Quebonafide, Pezet, Shuko",Na cały świat,9
13017,Salmo,MI SENTO BENE,9
13018,TV Girl,Cigarettes out the Window,9
13019,Bubbi Morthens,Kveðja,9
13020,Esa Abrate,Dimmi,9
13021,"Sorana, David Guetta",redruM,9
13022,per se,無門,9
13023,Nucci,Crno Oko,9
13024,"MERO, Murda",Konum Gizli (feat. Murda),9
13025,Мері,Я з україни,9
13026,"Post Malone, Roddy Ricch",Cooped Up (with Roddy Ricch),9
13027,Valentin Strykalo,Ты не такая,9
13028,"Kafon, Didine Canon 16",Amazone,9
13029,Mata,IKEA (intro),9
13030,Bo Burnham,Welcome to The Internet,9
13031,Fito y Fitipaldis,Por la boca vive el pez,9
13032,Baggalútur,Sagan af Jesúsi,9
13033,Gemitaiz,Ciao Baby,9
13034,Miss Montreal,Alles,9
13035,Rauw Alejandro,Desenfocao',9
13036,Shiva,Non è Easy,9
13037,Alex Botea,Mana stanga sus,9
13038,"CDGuntee, BANKSORN",พระเอกลิเก,9
13039,"Bossikan, Chico Beatz",Karatia,9
13040,BoA,メリクリ,9
13041,มิกซ์ สหภาพ,คนแบบไหน - เพลงประกอบซีรีส์ ปลาบนฟ้า,9
13042,"Mzux Maen, Yasmin Levy",HAYII (La Alegria) (feat. Yasmin Levy),9
13043,Wejdene,Réfléchir,9
13044,KUTE,AVOID ME,9
13045,"Zion & Lennox, Myke Towers",No Me Llama,9
13046,Bakr,Очи,9
13047,Anson Lo 盧瀚霆,一所懸命,9
13048,"Above The Hood, Hawk, Sapranov, Smuggler, Baghdad, Spine, Pepe Frantik, Long3",Bad Company,9
13049,TREASURE,MY TREASURE,9
13050,The Darkness,Christmas Time (Don't Let the Bells End),9
13051,nublu,Interlude - Starlife (paha tuju luuletus),9
13052,чачкалица,Another Love (Slowed Remix),9
13053,Bakr,Не лей,9
13054,Newkid,Mitt hjärta bara sviker mig,9
13055,Gianni Morandi,Apri tutte le porte,9
13056,MORGENSHTERN,BEBEBE,9
13057,"PLAYAMANE, Nateki",MIDNIGHT,9
13058,Måneskin,SUPERMODEL,9
13059,"Mirai, Paulie Garand",Yesterday,9
13060,"高爾宣 OSN, 李浩瑋 Howard Lee",Drowning,9
13061,"Big Baby Tape, kizaru",Slip & Slide,9
13062,Coldplay,Clocks,9
13063,"RAVA, Killa Fonic",YAGALO,9
13064,GJan,Leidžiu Sau Viską,9
13065,Jørgen Dahl Moe,Dancing In The Dark - Live,9
13066,Lamanif,Musara,9
13067,KALEO,I Can't Go on Without You,9
13068,"Potter Payper, Tiggs Da Author",Gangsteritus,9
13069,"Salim–Sulaiman, Rahat Fateh Ali Khan, Jaideep Sahni",O Re Piya,9
13070,"Fiona Sit, Juno Mak",Platform On The Moon,9
13071,"David Bisbal, Luis Fonsi",Dos Veces,9
13072,Joan Sebastian,Me Gustas,9
13073,"fenkii, kohver",miks mitte,9
13074,"Ravi Basrur, Adithi Sagar","The Monster Song (From ""KGF Chapter 2"")",9
13075,"Miklo, Luqa Dhere",Shotta (feat. Luqa Dhere),9
13076,"Jón Jónsson, Friðrik Dór",Dansa (feat. Friðrik Dór),9
13077,Eladio Carrion,Guerrero,9
13078,"Djadja & Dinaz, SRNO",BB,9
13079,Yasin,Trakten min,9
13080,"ANNA, Lazza",3 DI CUORI (feat. Lazza),9
13081,"Ayax y Prok, Dollar Selmouni, Dj Keru",Guajiro,9
13082,"Problembarn, Iron Mæn, Roc Meiniac, PASTILLE",Gelato 2022,9
13083,C.Gambino,Regler (Båset),9
13084,Jazzu,Nusiplauni rankas,9
13085,Nan Quan Mama,下雨天,9
13086,Miika,Riko mut,9
13087,A2M,I Got Bitches,9
13088,Eden Ben Zaken,WTF,9
13089,Yuuri,Wo,9
13090,"Miika, Neili",Pimeään,9
13091,"Tion Wayne, La Roux",IFTK,9
13092,lil Shordie Scott,Rocking A Cardigan in Atlanta,9
13093,Feid,Castigo,9
13094,Tame Impala,Eventually,9
13095,MadeInParis,Sex (Interlude),9
13096,"Qry, Mini Majk",Mały ale wariat,9
13097,Dean Martin,Silver Bells,9
13098,"Gio Melody, Thug Slime",Block Star,9
13099,Poju,Poika saunoo,9
13100,"KA, Lijpe",RS6,9
13101,Lesha Svik,Plakala,9
13102,Burna Boy,Last Last,9
13103,Sarah Cothran,As the World Caves In,9
13104,SOPHIA,Niemals Allein,9
13105,Burhan G,Jeg Vil Ha' Dig For Mig Selv,9
13106,Aditya Rikhari,Samjho Na,9
13107,Arvingarna,Eloise,9
13108,Buray,Yüreksiz Tilki,9
13109,Jaywillz,Medicine,9
13110,The Script,I Want It All,9
13111,"Gzuz, RAF Camora, Luciano",Alles Black,9
13112,kouz1,Sac a dos,9
13113,Dillom,OPA,9
13114,"Migos, Drake",Having Our Way (feat. Drake),9
13115,"Mad Clip, Strat, BeTaf Beats",Merokamato,9
13116,BNXN fka Buju,So Lovely,9
13117,Aimyon,My First Love is Crying,9
13118,"Ayla Çelik, Hakan Altun",Seviyoruz Hâlâ,9
13119,Sickan,GET THE POINT,9
13120,"cakal, Reckol",GÜNAYDIN,9
13121,Hava,Moje Sve,9
13122,La Humildad De La Musica Norteña,Huapango Amor Ranchero,9
13123,Burhan G,Jeg Så Julemanden Kysse Mor,9
13124,"Púr Múdd, Grete Paia",Ainult Unustamiseks,9
13125,La Fuente,I Want You,9
13126,"KALUSH, Сальто Назад, Skofka","Sonyachna (feat. Sal'to nazad, Skofka) (feat. Sal'to Nazad & Skofka)",9
13127,Yeat,Poppin,9
13128,"Anirudh Ravichander, Anthony Daasan","Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",9
13129,Salmo,ANTIPATICO,9
13130,"Ivi Adamou, Giorgos Mazonakis",Fotia Mou,9
13131,VIIVI,Viimeistä kertaa,9
13132,Travis Scott,ESCAPE PLAN,9
13133,"Burhan G, Carl Knast, Tobias Rahim",DANS (BURHAN G X TOBIAS RAHIM X CARL KNAST),9
13134,"Treintisiete, La Demente",Un Malo y Medio,9
13135,Sima,OMG,9
13136,CHO JUNG SEOK,Aloha,9
13137,Hebe Tien,或是一首歌,9
13138,LOBODA,Allo,8
13139,"Ammy Virk, Sweetaj Brar",Khabbi Seat,8
13140,Ana Diaz,Vara vänner,8
13141,Christian Nodal,Aguardiente,8
13142,Dotter,Vintern jag var sexton,8
13143,"Sleepy Hallow, 347aidan",Die Young (feat. 347aidan),8
13144,Haffi Haff,Gía,8
13145,"Cheff Records, KIDD, TopGunn, Klumben, ELOQ","Senere (feat. Kidd, TopGunn, Klumben & ELOQ)",8
13146,Hagle,Felleskjøpet-dress,8
13147,Hoàng Duyên,Chàng Trai Sơ Mi Hồng,8
13148,有華,Partner,8
13149,"Kleine John, Chavanté",C'est La Vie,8
13150,"Kleine John, Chavanté",In je City (sku sku),8
13151,ENHYPEN,Tamed-Dashed,8
13152,DMS,UOU,8
13153,"Arthur Pirozhkov, Klava Koka",Khochesh,8
13154,Artigeardit,Advokat,8
13155,Dotan,There Will Be a Way,8
13156,Nane,BBYMM,8
13157,Erin,Niinku koko ajan,8
13158,"Hagle, ZadeKing, Blåsemafian",Høl i potta,8
13159,Hadise,Hay Hay,8
13160,"Skrillex, Justin Bieber, Don Toliver",Don’t Go (with Justin Bieber & Don Toliver),8
13161,Tanxugueiras,Terra,8
13162,Why Don't We,Love Back,8
13163,Ernia,Phi,8
13164,LOBODA,moLOko,8
13165,ba.,Atsiprashow,8
13166,zxcursed,killua,8
13167,ROSALÍA,HENTAI,8
13168,Afrodisiaco,El Tiempo,8
13169,Lali,Disciplina,8
13170,Tory Lanez,The Color Violet,8
13171,Lloyiso,Speak,8
13172,"Polo G, The Kid LAROI, Lil Durk",No Return (with The Kid LAROI & Lil Durk),8
13173,GAYLE,abcdefu (angrier),8
13174,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),8
13175,Mr.Children,Eien,8
13176,Racoon,Geef Je Hart Niet Zomaar Weg,8
13177,Thor Farlov,Alene,8
13178,NONT TANONT,โต๊ะริม (Melt),8
13179,"WOS, Nicki Nicole",CAMBIANDO LA PIEL,8
13180,Carson Coma,Truman show,8
13181,"Lojay, Sarz, Chris Brown",Monalisa,8
13182,WEAN,AI BIET,8
13183,Lamanif,Ulichni,8
13184,"WOS, CA7RIEL",NIÑO GORDO FLACO,8
13185,"Hornet La Frappe, Landy",Kawasaki,8
13186,"Lasso, Cami",Un Millón Como Tú,8
13187,Ollie,Kaksi sydäntä,8
13188,"B.I, Soulja Boy, DeVita",BTBT,8
13189,WOS,OKUPA,8
13190,Hov1,Flickorna i Båstad,8
13191,"Bloody Hawk, Dani Gambino",Standby,8
13192,D’MASIV,Cinta Ini Membunuhku,8
13193,Holy Molly,Shot a friend,8
13194,Lil Kleine,Honderd Ruggen,8
13195,L'morphine,Papillon,8
13196,Funzo & Baby Loud,TO' BUENA VIBRA,8
13197,"BE'O, Layone",Brand (Feat. Layone),8
13198,L'morphine,Huis Clos,8
13199,Rod Wave,Street Runner,8
13200,"NATTAN, Elias Monkbel",O Carpinteiro - Conto de Fadas,8
13201,"Treekoo, Ivan Armesto, Nico Servidio DJ",Paris - Remix,8
13202,"Leony, VIZE",Merry Christmas Everyone,8
13203,L'morphine,Sparadra,8
13204,Ak4:20,Hipócritas,8
13205,Leslie Cheung,春夏秋冬 A Balloon's Journey,8
13206,KyoungSeo,Shiny Star(2020),8
13207,Dardan,coke light,8
13208,"Quavo, Takeoff",HOTEL LOBBY (Unc & Phew),8
13209,EAZ,Bonnie & Clyde 2,8
13210,"Cledos, william",RING RING (feat. william),8
13211,L'morphine,Python,8
13212,Branco,JIGGY,8
13213,"Eno, Luciano",Vollmond,8
13214,Hilltop Hoods,Cosby Sweater,8
13215,"Selena Gomez, Camilo",999 (with Camilo),8
13216,"Trobi, Dopebwoy, JoeyAK",Link Me,8
13217,L.A.B.,Natural,8
13218,Nathy Peluso,MAFIOSA,8
13219,"AP Dhillon, Gurinder Gill, Manni Sandhu",Majhail,8
13220,"Hawk, Baghdad",BLUE NOTE,8
13221,"Hawk, Baghdad",CELINE,8
13222,ATL,Танцуйте,8
13223,nublu,Las Venturas,8
13224,"Hawk, Saske",YEEZY,8
13225,"L-Gante, DT.Bilardo, DJ Alex",Clandestina 420,8
13226,Emma Steinbakken,This One's On Me,8
13227,"Hawk, Spine, Baghdad",BERLUSCONI,8
13228,Cris Mj,Booty Booty,8
13229,"Hikaru Utada, Skrillex",Face My Fears - Japanese Version,8
13230,"Hawk, Tsaki, Baghdad",GINA,8
13231,Pyrus,Cool Jul,8
13232,"cakal, Gzuz",Gostoso,8
13233,Diandra,Lintu,8
13234,Henrique & Juliano,Evento Cancelado - Ao Vivo,8
13235,Liis Lemsalu,Magusvalus,8
13236,Liis Lemsalu,Teesklejad,8
13237,Rammstein,Armee der Tristen,8
13238,Cyndi Wang,愛你,8
13239,My Chemical Romance,Teenagers,8
13240,"HesaÄijä, Pasi ja Anssi",Hölkälle,8
13241,Wellhello,Nemszámítapénz,8
13242,OneRepublic,I Ain't Worried,8
13243,Onur Can Özcan,İntihaşk,8
13244,Sound Of Legend,Maniac,8
13245,Kuki,Zgon przy porodzie,8
13246,"Trippie Redd, Juice WRLD",Matt Hardy 999 (feat. Juice WRLD),8
13247,Myke Towers,CUENTA,8
13248,Kuki,Wakacyjne pierdolenie twojej starej na basenie,8
13249,Sơn Tùng M-TP,THERE'S NO ONE AT ALL,8
13250,Soppgirobygget,C.R.E.A.M.,8
13251,"Heuss L'enfoiré, Vald",Canada,8
13252,"Open Till L8, Hooligan Hefs",Riot,8
13253,marcoalesk,Paťo Švejzy,8
13254,Wesley Safadão,Tu Tava Na Revoada - Ao Vivo,8
13255,Engelbert Humperdinck,A Man Without Love,8
13256,Evgeny Grinko,Jane Maryam,8
13257,Aimer,Asa ga kuru,8
13258,"ANI, Nelli Matula",Vegasissa naimisiin (feat. Nelli Matula),8
13259,Helene Bøksle,Tenn Lys,8
13260,"Tainy, Yandel",DEJA VU,8
13261,Kptaan,Tees Maar Khan,8
13262,Semicenk,Herkes Gibisin,8
13263,"blackbear, Tate McRae",u love u (with Tate McRae),8
13264,Light,Blow Up,8
13265,Sentino,Midas,8
13266,Krezip,You Are Not Alone,8
13267,Ryokuoushoku Shakai,Hiwa Mata Noboru Kara,8
13268,Lil Durk,AHHH HA,8
13269,"Rodolfo Aicardi, La Tipica Ra7",Daniela,8
13270,Taylor Swift,This Love (Taylor’s Version),8
13271,"Alesso, CORSAK",Going Dumb,8
13272,Selena Gomez & The Scene,Who Says,8
13273,DMX,X Gon' Give It To Ya,8
13274,"EMIL TRF, V:RGO",С теб,8
13275,G.E.M.,Parallel,8
13276,Lim Young Woong,Father,8
13277,Lim Young Woong,A bientot,8
13278,Lim Young Woong,A Psalm of Life,8
13279,Hande Ünsal,Gönder Gelsin,8
13280,"Oriana, Rusherking",Lo Que Tienes,8
13281,Baby Keem,trademark usa,8
13282,Lille Per,Til Julebal I Nisseland,8
13283,"SB Maffija, Beteo, SKUTE BOBO, Nypel, Pedro, francis",Zielona szkoła,8
13284,demxntia,tonight,8
13285,Eric Church,Hell Of A View,8
13286,Adele,Chasing Pavements,8
13287,Polo G,Epidemic,8
13288,LFERDA,Hors Album,8
13289,LFERDA,Halloween 2,8
13290,Happy Asmara,Lemah Teles,8
13291,Spacey Jane,Lots of Nothing,8
13292,"EMIL TRF, V:RGO, Garjoka",DROGIRANI,8
13293,Andro,Как не любить,8
13294,"NLE Choppa, Polo G",Jumpin (feat. Polo G),8
13295,"Ak4:20, Brray",MARIMBA GRINGA,8
13296,Lim Young Woong,Nest,8
13297,Omah Lay,woman,8
13298,"Brent Faiyaz, DJ Dahi, Tyler, The Creator","GRAVITY (FEAT. TYLER, THE CREATOR)",8
13299,"Hamo Bika, حمادة الاسمر, مودى امين",لعبة شيطان,8
13300,Tommy Nilsson,Dina färger var blå,8
13301,"Koba LaD, OBOY",Cramé,8
13302,NILETTO,Someone like you,8
13303,Rotlaus,Her,8
13304,Lim Young Woong,Lovely Touch,8
13305,Serrini,"I'm Fine, Thx.",8
13306,Lim Young Woong,Love Station,8
13307,Lim Young Woong,Love Letter,8
13308,Etta,Koditon,8
13309,Trannos,Ibiza,8
13310,"SB Maffija, Białas, Adi Nowak, Janusz Walczuk, Fukaj, Kinny Zimmer, Kacperczyk, Lanek, Solar, Pedro, francis",WROOBEL DAJ TO GŁOŚNIEJ,8
13311,"AKMU, Lee Sun Hee","Hey kid, Close your eyes (with Lee Sun Hee)",8
13312,Gareth.T,confidence,8
13313,Sunwoojunga,Run With Me,8
13314,Harry Styles,Little Freak,8
13315,Harry Styles,Keep Driving,8
13316,Gabrielle,Ring meg,8
13317,"LeeHi, Yoon Mirae",Red Lipstick (feat. Yoonmirae),8
13318,Harry Styles,Late Night Talking,8
13319,"Orelsan, Gringe",Casseurs Flowters Infinity,8
13320,"Leellamarz, Hannah",Trip,8
13321,"Leellamarz, TOIL",Don′t do That,8
13322,"Nebi, Gettomasa",KiMi,8
13323,"Anuel AA, Ozuna",Dime Tú,8
13324,Harry Styles,Love Of My Life,8
13325,Harry Styles,Matilda,8
13326,Harry Styles,Music For a Sushi Restaurant,8
13327,Harry Styles,Satellite,8
13328,my little airport,那陣時不知道,8
13329,Hins Cheung,我的天,8
13330,"Rvfv, Kikimoteleba",Tigini (Remix),8
13331,Harry Styles,Grapejuice,8
13332,Skítamórall,"Þú veist hvað ég meina, mær",8
13333,OMG,Melodie,8
13334,LANY,up to me,8
13335,Rossa,Masih,8
13336,ALEE,Irigyeim,8
13337,Kollegah,Rotlichtsonate,8
13338,"LEWIZKI, Averagekidluke, Xavier Weeks, Ares","Uptown Baby (feat. Ares, Averagekidluke, Xavier Weeks)",8
13339,"Cazzu, Maria Becerra",Maléfica,8
13340,Anys,How Many,8
13341,Tankcsapda,Be Vagyok Rúgva,8
13342,Andromache,Ela,8
13343,"Harrdy Sandhu, Jaani, Sargun Mehta",Titliaan Warga,8
13344,Harry Styles,Cinema,8
13345,kayan9896,Not too close,8
13346,"Tromba, Bomba KRK, Zeju POG",ŚMIECI WYWÓZ,8
13347,Harry Styles,Daydreaming,8
13348,Harry Styles,Daylight,8
13349,Thug Slime,Toxic,8
13350,"LEA, Casper",Schwarz,8
13351,The Minds Of 99,Solkongen,8
13352,Afroto,Hanfantazook,8
13353,"Ufo361, RIN",LOW LIFE,8
13354,"VUNK, Lidia Buble","Vino, du-te",8
13355,"YUNG TRAPPA, MORGENSHTERN",Розовое Вино 2,8
13356,"Eladio Carrion, Luar La L",Socio,8
13357,Janna,Maailma meidän jälkeen,8
13358,"RICTA, Night Grind",WHO SHOT YA,8
13359,"Mc Danone, Mc Frog",Pegada de Malvado,8
13360,"Farruko, El Alfa",XOXA - Premium,8
13361,عبدالله ناصر,حلوة حياتي معاه,8
13362,KKevin,Háború,8
13363,"Eladio Carrion, Nicki Nicole",Nota,8
13364,Cosmos People,你的樣子,8
13365,"Duke & Jones, Louis Theroux",Jiggle Jiggle,8
13366,Ballinciaga,Glemmer Alt (Ballin 2022),8
13367,Amine Matlo,Cha3ra Wendir Avc,8
13368,KOJO,Whip,8
13369,"DJ Kayz, Moha K",Bled,8
13370,"SLAVA MARLOW, Aarne",BIZNES VUMEN,8
13371,"Josef, TopGunn",Er Det For Sent? (feat. TopGunn) - Remix,8
13372,"MORGENSHTERN, YUNG TRAPPA",FAMILY,8
13373,"Armando Hernandez, El Combo Caribe",Loquito por Ti,8
13374,"Mc Bruninho da Praia, Mc Kevin, Mc IG, Mc Magal, MC GP",Giro dos Artistas,8
13375,sakanaction,Shock!,8
13376,"KSI, Lil Durk",No Time (feat. Lil Durk),8
13377,"Anirudh Ravichander, Yuvan Shankar Raja",Andha Kanna Paathaakaa,8
13378,Caparezza,La Scelta,8
13379,SLAVA MARLOW,KOMU ETO NADO?,8
13380,Mayonnaise,Jopay,8
13381,"Sigma, ObieDaz",ALYX,8
13382,Panther Chan,Overpowered,8
13383,菲道尔,阿拉斯加海湾,8
13384,Ziak,Fixette,8
13385,Gustavo Mioto,Sofrimento Antecipado - Ao Vivo,8
13386,"Ed Sheeran, Ultimo",2step (feat. Ultimo),8
13387,lockwaybtw,Pensandote,8
13388,"A-Reece, Wordz",THE 5 YEAR PLAN,8
13389,Samer Elmedany,Mahragan Be3teny Rekhes,8
13390,"POCAH, MC WM",Nem On Nem Off,8
13391,Burak Bulut,Kafama Sıkasım Var,8
13392,"Azahriah, DESH",Felednéd,8
13393,"Ed Sheeran, Tion Wayne, Central Cee, Fumez The Engineer",Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix],8
13394,"Azahriah, DESH",Habibi,8
13395,Ishowsped,Shake - Remastered,8
13396,"Anirudh Ravichander, Sunidhi Chauhan, Sanjana Kalmanje","Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",8
13397,DMS,Hviezdy,8
13398,VLOSPA,Credit,8
13399,Mc Frog,Golpe Trocado,8
13400,"Azahriah, DESH",Megmentő,8
13401,"Azahriah, DESH",Miafasz,8
13402,"Azahriah, DESH",Pullup,8
13403,"Azahriah, DESH",Tisztán iszom,8
13404,"Rennan da Penha, Anitta",SexToU,8
13405,KG970,Nos Da Igual,8
13406,KHEA,Bien Chula,8
13407,D.O.,Rose - English Version,8
13408,Mario Novembre,Lautlos,8
13409,"Azahriah, DESH, Young Fly",Lóerő,8
13410,Go_A,Жальменiна,8
13411,"Beny Jr, Morad",K y B,8
13412,"2115, Bedoes, White 2115, Kuqe 2115, flexxy2115",WIĘCEJ DYMU,8
13413,Sam Smith,Stay With Me,8
13414,"Mariah Carey, Ariana Grande, Jennifer Hudson",Oh Santa! (feat. Ariana Grande & Jennifer Hudson),8
13415,"PAY, Omar",Mi Amor,8
13416,Manizha,RUSSIAN WOMAN,8
13417,"MC Theuzyn, MC Gui Andrade",É sempre assim,8
13418,"Immune, SOKI",Matador,8
13419,Free Finga,Vien Tik Tu,8
13420,"Badshah, Payal Dev","Sajna, Say Yes To The Dress",8
13421,"MC Reino, DJ Malicia, Mc Babu, MC PR, MC Thaizinha",Tuf Tuf Pof Pof,8
13422,"SINI YASEMIN, Mouhous",Rakkautta ja piikkilankaa,8
13423,Alonzo,TRAFICANTE,8
13424,"SINCE, Tabber, Gaeko, Kid Milli","Reset (Feat. Gaeko, Kid Milli) (Prod. CODE KUNST)",8
13425,Marracash,GLI ALTRI (Giorni Stupidi),8
13426,"Alonzo, Ninho, Naps",TOUT VA BIEN (feat. Ninho & Naps),8
13427,"Sidhu Moose Wala, Stefflon Don",Invincible (feat. Stefflon Don),8
13428,Rema,Woman,8
13429,Kambulat,Выпей меня,8
13430,"Benny Jamz, Gilli, KESI, B.O.C",B.O. Bop,8
13431,Capo Plaza,Plaza,8
13432,Gazo,A$AP,8
13433,"Nági, Betti, Azahriah",Hol talállak ébren,8
